VBELN,POSNR,MATNR,KDMAT
0115347767,101,000000000080695709,80695709
0115347767,110,000000000080682303,80682303
0115347767,120,000000000080728881,80728881
0115347767,130,000000000082325291,82325291
0115347767,140,000000000080738248,80738248
0115347768,10,000000000082311861,82311861
0115347768,20,000000000082297613,82297613
0115347768,30,000000000080750988,80750988
0115347768,40,000000000080750105,80750105
0115347768,50,000000000080721023,80721023
0115347768,60,000000000080696694,80696694
0115347768,70,000000000082311858,82311858
0115347768,80,000000000082311860,82311860
0115347768,90,000000000082323024,82323024
0115347768,91,000000000082323024,82323024
0115347768,100,000000000080696695,80696695
0115347768,110,000000000080750107,80750107
0115347768,120,000000000080754686,80754686
0115347768,130,000000000080696683,80696683
0115347768,131,000000000080696683,80696683
0115347768,140,000000000080696697,80696697
0115347768,150,000000000080750104,80750104
0115347768,160,000000000080750103,80750103
0115347768,170,000000000080696682,80696682
0115347768,171,000000000080696682,80696682
0115347768,180,000000000082297610,82297610
0115347768,190,000000000080750108,80750108
0115347768,200,000000000080720907,80720907
0115347768,210,000000000080760869,80760869
0115347768,211,000000000080760869,80760869
0115347770,10,000000000080710691,80710691
0115347770,20,000000000080738245,80738245
0115347770,30,000000000080682303,80682303
0115347770,40,000000000080718770,80718770
0115347770,50,000000000080733052,80733052
0115347770,60,000000000080712397,80712397
0115347770,70,000000000080695752,80695752
0115347770,80,000000000080695757,80695757
0115347772,10,000000000082311861,82311861
0115347772,20,000000000082297613,82297613
0115347772,30,000000000080682871,80682871
0115347772,40,000000000080750988,80750988
0115347772,50,000000000080683081,80683081
0115347772,60,000000000080721023,80721023
0115347772,70,000000000080696694,80696694
0115347772,80,000000000082311860,82311860
0115347772,90,000000000082323024,82323024
0115347772,91,000000000082323024,82323024
0115347772,100,000000000080696695,80696695
0115347772,110,000000000080750108,80750108
0115347772,120,000000000080750104,80750104
0115347772,130,000000000080696697,80696697
0115347772,140,000000000080746224,80746224
0115347772,150,000000000080750103,80750103
0115347772,160,000000000080760869,80760869
0115347772,161,000000000080760869,80760869
0115347772,170,000000000080721024,80721024
0115347772,180,000000000080750105,80750105
0115347772,190,000000000080754686,80754686
0115347773,10,000000000080693394,80693394
0115347773,20,000000000080738248,80738248
0115347773,30,000000000080728881,80728881
0115347773,40,000000000080733053,80733053
0115347773,50,000000000080738245,80738245
0115347773,60,000000000080710691,80710691
0115347773,70,000000000082321828,82321828
0115347773,80,000000000080682303,80682303
0115347773,90,000000000080695709,80695709
0115347773,91,000000000080695709,80695709
0115347773,100,000000000080703599,80703599
0115347773,101,000000000080703599,80703599
0115347773,110,000000000080720978,80720978
0115347773,120,000000000080733187,80733187
0115347773,130,000000000080697004,80697004
0115347773,131,000000000080697004,80697004
0115347773,140,000000000080733052,80733052
0115347773,150,000000000080736574,80736574
0115347773,160,000000000080726270,80726270
0115347773,161,000000000080726270,80726270
0115347773,170,000000000080695757,80695757
0115347773,180,000000000080736572,80736572
0115347773,190,000000000080695751,80695751
0115347773,200,000000000080695752,80695752
0115347773,210,000000000080727047,80727047
0115347773,220,000000000080725845,80725845
0115347773,221,000000000080725845,80725845
0115347773,230,000000000080736571,80736571
0115347773,240,000000000080712397,80712397
0115347774,10,000000000080710691,80710691
0115347774,20,000000000080728881,80728881
0115347774,30,000000000080738248,80738248
0115347774,40,000000000080682294,80682294
0115347774,50,000000000080682303,80682303
0115347774,60,000000000080718770,80718770
0115347774,70,000000000080720978,80720978
0115347774,80,000000000080733187,80733187
0115347774,90,000000000080736574,80736574
0115347774,100,000000000080725845,80725845
0115347774,101,000000000080725845,80725845
0115347774,110,000000000080726270,80726270
0115347774,111,000000000080726270,80726270
0115347774,120,000000000080727047,80727047
0115347774,130,000000000080697004,80697004
0115347774,131,000000000080697004,80697004
0115347774,140,000000000080733052,80733052
0115347775,10,000000000080738248,80738248
0115347775,20,000000000080691629,80691629
0115347775,30,000000000082325291,82325291
0115347775,40,000000000080691635,80691635
0115347775,50,000000000080733187,80733187
0115347775,60,000000000080703599,80703599
0115347775,61,000000000080703599,80703599
0115347775,70,000000000080736572,80736572
0115347775,80,000000000080695757,80695757
0115347775,90,000000000080695751,80695751
0115347775,100,000000000080736571,80736571
0115347775,110,000000000080733052,80733052
0115347775,120,000000000080726270,80726270
0115347775,121,000000000080726270,80726270
0115347775,130,000000000080695752,80695752
0115347775,140,000000000080712397,80712397
0115347776,10,000000000080682870,80682870
0115347776,20,000000000080725629,80725629
0115347776,30,000000000080683083,80683083
0115347776,40,000000000080682901,80682901
0115347776,50,000000000082323019,82323019
0115347776,51,000000000082323019,82323019
0115347776,60,000000000080758006,80758006
0115347776,70,000000000080694114,80694114
0115347776,71,000000000080694114,80694114
0115347776,80,000000000080694119,80694119
0115347776,81,000000000080694119,80694119
0115347776,90,000000000080707793,80707793
0115347776,91,000000000080707793,80707793
0115347776,100,000000000080692155,80692155
0115347776,110,000000000080707799,80707799
0115347776,111,000000000080707799,80707799
0115347776,120,000000000080707800,80707800
0115347776,121,000000000080707800,80707800
0115347776,130,000000000080707574,80707574
0115347776,140,000000000080738400,80738400
0115347776,150,000000000080685128,80685128
0115347776,160,000000000080691668,80691668
0115347776,170,000000000080745943,80745943
0115347776,180,000000000080737737,80737737
0115347776,190,000000000080740760,80740760
0115347776,200,000000000080711924,80711924
0115347776,210,000000000080685118,80685118
0115347776,211,000000000080685118,80685118
0115347776,220,000000000080700302,80700302
0115347776,221,000000000080700302,80700302
0115347776,230,000000000080685110,80685110
0115347776,231,000000000080685110,80685110
0115347776,240,000000000080752128,80752128
0115347776,250,000000000080736036,80736036
0115347776,251,000000000080736036,80736036
0115347776,260,000000000080727298,80727298
0115347776,270,000000000080749346,80749346
0115347777,10,000000000080750988,80750988
0115347777,20,000000000080683081,80683081
0115347777,30,000000000080746227,80746227
0115347777,40,000000000080696697,80696697
0115347777,50,000000000080746224,80746224
0115347777,60,000000000080760869,80760869
0115347777,61,000000000080760869,80760869
0115347778,10,000000000080750988,80750988
0115347778,20,000000000080750106,80750106
0115347778,30,000000000080696682,80696682
0115347778,31,000000000080696682,80696682
0115347778,40,000000000082323024,82323024
0115347778,50,000000000080750104,80750104
0115347778,60,000000000080746227,80746227
0115347778,70,000000000080683081,80683081
0115347778,80,000000000080750105,80750105
0115347778,90,000000000080721023,80721023
0115347778,100,000000000080750107,80750107
0115347778,110,000000000080754686,80754686
0115347778,120,000000000080750103,80750103
0115347778,130,000000000080760869,80760869
0115347778,131,000000000080760869,80760869
0115347780,10,000000000080714240,80714240
0115347780,11,000000000080714240,80714240
0115347780,20,000000000080736574,80736574
0115347780,30,000000000080736572,80736572
0115347780,40,000000000080736555,80736555
0115347780,50,000000000080695751,80695751
0115347780,60,000000000080697004,80697004
0115347780,61,000000000080697004,80697004
0115347780,70,000000000080726270,80726270
0115347780,71,000000000080726270,80726270
0115347780,80,000000000080736571,80736571
0115347780,90,000000000080685110,80685110
0115347780,91,000000000080685110,80685110
0115347780,100,000000000080718664,80718664
0115347780,110,000000000080685118,80685118
0115347780,111,000000000080685118,80685118
0115347780,120,000000000080700302,80700302
0115347780,121,000000000080700302,80700302
0115347780,130,000000000080719982,80719982
0115347780,140,000000000080733187,80733187
0115347780,150,000000000080702686,80702686
0115347780,151,000000000080702686,80702686
0115347780,160,000000000080709916,80709916
0115347780,161,000000000080709916,80709916
0115347780,170,000000000080730505,80730505
0115347780,171,000000000080730505,80730505
0115347780,180,000000000080700014,80700014
0115347780,190,000000000080741461,80741461
0115347780,200,000000000080702896,80702896
0115347780,210,000000000080740760,80740760
0115347780,220,000000000080745943,80745943
0115347780,230,000000000080711924,80711924
0115347780,240,000000000080691668,80691668
0115347780,250,000000000080725125,80725125
0115347780,260,000000000080695907,80695907
0115347780,270,000000000080707800,80707800
0115347780,271,000000000080707800,80707800
0115347780,280,000000000080707798,80707798
0115347780,281,000000000080707798,80707798
0115347780,290,000000000080685128,80685128
0115347780,300,000000000080738400,80738400
0115347780,310,000000000080739400,80739400
0115347780,320,000000000080684552,80684552
0115347780,321,000000000080684552,80684552
0115347780,330,000000000080686080,80686080
0115347780,340,000000000080707793,80707793
0115347780,341,000000000080707793,80707793
0115347780,350,000000000080684720,80684720
0115347780,360,000000000080684718,80684718
0115347780,370,000000000080738392,80738392
0115347780,380,000000000080701428,80701428
0115347780,390,000000000080701322,80701322
0115347780,400,000000000080758006,80758006
0115347780,410,000000000080694114,80694114
0115347780,411,000000000080694114,80694114
0115347780,420,000000000080694119,80694119
0115347780,421,000000000080694119,80694119
0115347780,430,000000000080691635,80691635
0115347780,440,000000000080738248,80738248
0115347780,450,000000000080682871,80682871
0115347780,460,000000000082311861,82311861
0115347780,470,000000000080682898,80682898
0115347780,480,000000000082297613,82297613
0115347780,490,000000000080750106,80750106
0115347780,500,000000000080683088,80683088
0115347780,510,000000000080683083,80683083
0115347780,520,000000000080696694,80696694
0115347780,530,000000000080720907,80720907
0115347780,540,000000000080750107,80750107
0115347780,550,000000000080682899,80682899
0115347780,560,000000000080696695,80696695
0115347780,570,000000000080721024,80721024
0115347780,580,000000000082323024,82323024
0115347780,581,000000000082323024,82323024
0115347780,590,000000000080750108,80750108
0115347780,600,000000000080717831,80717831
0115347780,610,000000000080717833,80717833
0115347780,620,000000000080683082,80683082
0115347780,630,000000000080690178,80690178
0115347780,640,000000000080750104,80750104
0115347780,650,000000000080682870,80682870
0115347780,660,000000000080750105,80750105
0115347780,670,000000000080696683,80696683
0115347780,671,000000000080696683,80696683
0115347780,680,000000000082311869,82311869
0115347780,690,000000000082311858,82311858
0115347780,700,000000000080721023,80721023
0115347781,10,000000000080696695,80696695
0115347781,20,000000000080696694,80696694
0115347781,30,000000000082311860,82311860
0115347781,40,000000000080696697,80696697
0115347781,50,000000000080750108,80750108
0115347781,60,000000000080696684,80696684
0115347781,61,000000000080696684,80696684
0115347781,70,000000000080696683,80696683
0115347781,71,000000000080696683,80696683
0115347781,80,000000000082311861,82311861
0115347781,90,000000000082311858,82311858
0115347781,100,000000000080696693,80696693
0115347781,110,000000000080693394,80693394
0115347781,120,000000000080691635,80691635
0115347781,130,000000000080691629,80691629
0115347781,140,000000000080720978,80720978
0115347781,150,000000000080726270,80726270
0115347781,151,000000000080726270,80726270
0115347781,160,000000000080726514,80726514
0115347781,161,000000000080726514,80726514
0115347783,10,000000000080710691,80710691
0115347783,20,000000000080738245,80738245
